ENGLISH	QUENYA
You are my friends if you do what I command you.	You are my friends if you do what I command you.
But Paul said, defending himself: “Against the Law or against the Jews or against the High King alike I have not done a single sin.”	But Paul said, defending himself: “Against the Law or against the Jews or against the High King alike I have not done a single sin.”
For if their being thrown away brings reconciliation to the world, what will their being received bring, if not life from the dead?	For if their being thrown away brings reconciliation to the world, what will their being received bring, if not life from the dead?
But Isaiah is very bold and says: “I was found by that did not seek me; I was made known to that did not ask about me.”	But Isaiah is very bold and says: “I was found by that did not seek me; I was made known to that did not ask about me.”
and you do not understand that it is beneficial for you that a single man is to die on behalf of the people, that the whole nation will not be undone.”	and you do not understand that it is beneficial for you that a single man is to die on behalf of the people, that the whole nation will not be undone.”
For you as well know that afterwards, when he wished to possess the blessing, he was turned away. For although in tears he sought a change of mind, he did not find place for it.	For you as well know that afterwards, when he wished to possess the blessing, he was turned away. For although in tears he sought a change of mind, he did not find place for it.
And after Jesus completed all these words he went away from Galilee and came to the regions of Judea, beyond the Jordan.	And after Jesus completed all these words he went away from Galilee and came to the regions of Judea, beyond the Jordan.
and saying: “You who were going to throw the temple down and re-build it in three days, save yourself! If you are God's Son, come down from the cross!”	and saying: “You who were going to throw the temple down and re-build it in three days, save yourself! If you are God's Son, come down from the cross!”
And he said to them: “When I sent you without purse and food-box and shoes, surely you did not lack a single thing?” They said: “We did not.”	And he said to them: “When I sent you without purse and food-box and shoes, surely you did not lack a single thing?” They said: “We did not.”
And it opened its mouth in mockeries against God, to speak mockeries against his name and against his abode, and of who dwell in heaven.	And it opened its mouth in mockeries against God, to speak mockeries against his name and against his abode, and of who dwell in heaven.
Always be happy in the Lord. Again I will say: Be happy!	Always be happy in the Lord. Again I will say: Be happy!
and he said to them: “Carry nothing for the journey – not staff or bag, not bread or money, and do not bring two tunics.	and he said to them: “Carry nothing for the journey – not staff or bag, not bread or money, and do not bring two tunics.
Your enemy, the Devil, walks to and from seeking people that he can devour.	Your enemy, the Devil, walks to and from seeking people that he can devour.
"Therefore, when he comes into the world he says: ""Sacrifice and offering you did not want, but you prepared a body for me."	"Therefore, when he comes into the world he says: ""Sacrifice and offering you did not want, but you prepared a body for me."
But now, since I lack more room in these regions where I can make known the gospel, and since I have longed for many years to come to you,	But now, since I lack more room in these regions where I can make known the gospel, and since I have longed for many years to come to you,
I speak to you in the manner of Men, since your flesh is weak. For like you made your body-parts thralls of uncleanness and lawbreaking, which led to more lawbreaking, now set your body-parts as thralls of righteousness, which will lead to holiness.	I speak to you in the manner of Men, since your flesh is weak. For like you made your body-parts thralls of uncleanness and lawbreaking, which led to more lawbreaking, now set your body-parts as thralls of righteousness, which will lead to holiness.
Let everyone do as he has chosen in his heart, not grumbling or by compulsion, for God loves that is happy to give.	Let everyone do as he has chosen in his heart, not grumbling or by compulsion, for God loves that is happy to give.
And the prayer of faith will bring health to the bed-ridden one, and the Lord shall raise him up. Furthermore, if he has done sins, that will be forgiven him.	And the prayer of faith will bring health to the bed-ridden one, and the Lord shall raise him up. Furthermore, if he has done sins, that will be forgiven him.
Woe to you, for you build the tombs for the prophets, but your fathers killed them!	Woe to you, for you build the tombs for the prophets, but your fathers killed them!
for a man's wrath does not make God's justice come.	for a man's wrath does not make God's justice come.
But the end of all things has come near. Therefore be in health of mind and keep your keenness of perception, in order to pray.	But the end of all things has come near. Therefore be in health of mind and keep your keenness of perception, in order to pray.
And in the same moment they left their nets and followed him.	And in the same moment they left their nets and followed him.
for I shall give you a mouth and wisdom against which all your enemies will not be able to stand or speak.	for I shall give you a mouth and wisdom against which all your enemies will not be able to stand or speak.
What he says is true. Therefore rebuke them in a harsh manner, for them to have health in the faith,	What he says is true. Therefore rebuke them in a harsh manner, for them to have health in the faith,
And then the sign of the Son of Man will be seen in heaven, and then all tribes of the earth will beat themselves in lamentation, and they shall see the Son of Man coming on the clouds of heaven having power and much glory;	And then the sign of the Son of Man will be seen in heaven, and then all tribes of the earth will beat themselves in lamentation, and they shall see the Son of Man coming on the clouds of heaven having power and much glory;
But that was by the servant woman was born in the manner of the flesh, but the other by the free woman, by a promise.	But that was by the servant woman was born in the manner of the flesh, but the other by the free woman, by a promise.
The true light, shining for all men, was coming into the world.	The true light, shining for all men, was coming into the world.
 who says that he is in the light, and yet he hates his brother, is still in the darkness.	 who says that he is in the light, and yet he hates his brother, is still in the darkness.
And he came and made the gospel of peace known to you that were far off, and peace to that are near,	And he came and made the gospel of peace known to you that were far off, and peace to that are near,
Then he said to his disciples: “The harvest is great, but who work are few. Therefore ask of the Lord of the harvest that he will send workers to his harvest!”	Then he said to his disciples: “The harvest is great, but who work are few. Therefore ask of the Lord of the harvest that he will send workers to his harvest!”
But stand against him, firm in the faith, knowing that your brotherhood endures the same difficulties in the whole world.	But stand against him, firm in the faith, knowing that your brotherhood endures the same difficulties in the whole world.
And when he said that, all that stood against him were humiliated, and the entire crowd had joy concerning all the glorious things that happened by him.	And when he said that, all that stood against him were humiliated, and the entire crowd had joy concerning all the glorious things that happened by him.
And on that day, when evening had come, he said to his disciples: “Let us cross to the other shore.”	And on that day, when evening had come, he said to his disciples: “Let us cross to the other shore.”
Furthermore, in your own Law is written: The witness of two men is true.	Furthermore, in your own Law is written: The witness of two men is true.
“O land of Zebulon and Naphtali, the sea-road beyond Jordan, Galilee of the nations!	“O land of Zebulon and Naphtali, the sea-road beyond Jordan, Galilee of the nations!
The woman said to him: “I know that Messiah is coming, who is called Christ. Whenever he shall come, he will tell us everything.”	The woman said to him: “I know that Messiah is coming, who is called Christ. Whenever he shall come, he will tell us everything.”
Indeed I ask also of you, trusty fellow who works with me under the yoke, help them that have toiled with me for the gospel, together with Clement and also the others that work with me, whose names are in the Book of Life.	Indeed I ask also of you, trusty fellow who works with me under the yoke, help them that have toiled with me for the gospel, together with Clement and also the others that work with me, whose names are in the Book of Life.
 was revealed to them that not to themselves, but to you, they were servants of the things that now are preached to you by that brought to you the gospel, by Holy Spirit sent from heaven. These things angels want to inquire into!	 was revealed to them that not to themselves, but to you, they were servants of the things that now are preached to you by that brought to you the gospel, by Holy Spirit sent from heaven. These things angels want to inquire into!
He said to them: “What number of breads to you have? Go and see!” After inquiring they said: “Five, and also two fishes.”	He said to them: “What number of breads to you have? Go and see!” After inquiring they said: “Five, and also two fishes.”
Therefore that were scattered by the tribulation that arose concerning Stephen went as far as Phoenicia and Cyprus and Antioch, but they spoke the word only to the Jews.	Therefore that were scattered by the tribulation that arose concerning Stephen went as far as Phoenicia and Cyprus and Antioch, but they spoke the word only to the Jews.
Then Ananias the chief priest commanded that stood by him that they were to strike him on the mouth.	Then Ananias the chief priest commanded that stood by him that they were to strike him on the mouth.
for the Holy Spirit will teach you in that hour about the things that it is necessary for you to say.”	for the Holy Spirit will teach you in that hour about the things that it is necessary for you to say.”
in truthful speech, in God's power, having the weapons of judice in right hand and left hand,	in truthful speech, in God's power, having the weapons of judice in right hand and left hand,
They shall not be hungry or thirsty again; the sun shall not strike them, or burning heat.	They shall not be hungry or thirsty again; the sun shall not strike them, or burning heat.
Thus, if anyone among you lacks knowledge, may he ask of God, who gives to all, willing and without harsh words, and wisdom will be given to him.	Thus, if anyone among you lacks knowledge, may he ask of God, who gives to all, willing and without harsh words, and wisdom will be given to him.
When they came near to Jerusalem and came to Bethphage to the Mount of Olives, then Jesus sent forth two disciples, saying to them: “Go into the city that lies before you, and quickly you will find a donkey bound, and a colt with it; loose them and lead them to me.	When they came near to Jerusalem and came to Bethphage to the Mount of Olives, then Jesus sent forth two disciples, saying to them: “Go into the city that lies before you, and quickly you will find a donkey bound, and a colt with it; loose them and lead them to me.
And happened, as he passed the grain fields on the day of rest, that his diciples started to pick the heads of grain.	And happened, as he passed the grain fields on the day of rest, that his diciples started to pick the heads of grain.
you are to give this man over to Satan. Thus his flesh will be destroyed, but the spirit will be saved on the Lord's day.	you are to give this man over to Satan. Thus his flesh will be destroyed, but the spirit will be saved on the Lord's day.
At that time Moses was born, and he was beautiful to God, and he was kept for three months in his father's house.	At that time Moses was born, and he was beautiful to God, and he was kept for three months in his father's house.
But God said to him: 'Senseless man! In this night they demand your life from you. Then who will have that you have gathered?' So will be for who gathers treasure for himself, but is not rich to God.”	But God said to him: 'Senseless man! In this night they demand your life from you. Then who will have that you have gathered?' So will be for who gathers treasure for himself, but is not rich to God.”
When the time came near for the promise which God made known to Abraham, the people grew and rose to a great number in Egypt,	When the time came near for the promise which God made known to Abraham, the people grew and rose to a great number in Egypt,
And men were being burned by a great heat, but they cursed the name of God, who had authority over these plagues, and they did not find repentance so as to give him glory.	And men were being burned by a great heat, but they cursed the name of God, who had authority over these plagues, and they did not find repentance so as to give him glory.
He said to them: “Come and see!” Therefore they came and saw the place where he stayed, and they remained with him on that day. was around the tenth hour.	He said to them: “Come and see!” Therefore they came and saw the place where he stayed, and they remained with him on that day. was around the tenth hour.
And the child grew and was made mighty in spirit, and he was in the deserts until the day when he was going to show himself to Israel.	And the child grew and was made mighty in spirit, and he was in the deserts until the day when he was going to show himself to Israel.
What the time that we saw you sick or in prison and came to you?'	What the time that we saw you sick or in prison and came to you?'
For he has given him authority of judgement, because he is Son of Man.	For he has given him authority of judgement, because he is Son of Man.
 who says: ”I know him”, but by his commandments he does not abide, he is a liar, and the truth is not in such a person.	 who says: ”I know him”, but by his commandments he does not abide, he is a liar, and the truth is not in such a person.
There is no fear of God before their eyes.”	There is no fear of God before their eyes.”
And they gave glory to God concerning me.	And they gave glory to God concerning me.
Give to who asks of you, and do not turn from who wants to use anything that you have.	Give to who asks of you, and do not turn from who wants to use anything that you have.
May you have grace and peace from God our Father and the Lord Jesus Christ.	May you have grace and peace from God our Father and the Lord Jesus Christ.
That happened by reason of the false brothers brought inside in silence, that came in secretly to spy on the freedom that we have by Jesus Christ, to make us thralls.	That happened by reason of the false brothers brought inside in silence, that came in secretly to spy on the freedom that we have by Jesus Christ, to make us thralls.
and gathering all the chief priests and the scribes among the people, he asked them about where the Christ was to be born.	and gathering all the chief priests and the scribes among the people, he asked them about where the Christ was to be born.
I praise you since in all things you keep me in mind, and you stick to the customs wholly as I gave them to you.	I praise you since in all things you keep me in mind, and you stick to the customs wholly as I gave them to you.
and put that before the feet of the apostles. Then one distributed to everyone was their need was.	and put that before the feet of the apostles. Then one distributed to everyone was their need was.
If it is grace, it is not by works more; if not, the grace is not more grace.	If it is grace, it is not by works more; if not, the grace is not more grace.
saying: “We thank you, Lord God, the Almighty, who is and who was, for you have taken your great power and rule as king.	saying: “We thank you, Lord God, the Almighty, who is and who was, for you have taken your great power and rule as king.
But a Samaritan man travelling on the road came to him, and when he saw him, his heart went out to him.	But a Samaritan man travelling on the road came to him, and when he saw him, his heart went out to him.
But when his family heard it, they went to seize him, for they said: “He had gone out of his mind!”	But when his family heard it, they went to seize him, for they said: “He had gone out of his mind!”
For by his grace you have been saved, by faith, and that did not happen by you; the gift is of God,	For by his grace you have been saved, by faith, and that did not happen by you; the gift is of God,
and said: “This man has said: 'I can throw down the temple of God and build it up in three days.'”	and said: “This man has said: 'I can throw down the temple of God and build it up in three days.'”
For in truth I say to you: There were numerous widows in Israel in the days of Eliah, when heaven was shut for three years and six months, causing a great famine to fall upon the land;	For in truth I say to you: There were numerous widows in Israel in the days of Eliah, when heaven was shut for three years and six months, causing a great famine to fall upon the land;
Philip went down into the city of Samaria and made the Christ known to them.	Philip went down into the city of Samaria and made the Christ known to them.
But the boy they brough away alive, and they were comforted beyond measure.	But the boy they brough away alive, and they were comforted beyond measure.
May he who has an hear which the Spirit says to the congregations: who has victory will by no means be harmed by the second death.	May he who has an hear which the Spirit says to the congregations: who has victory will by no means be harmed by the second death.
Then he freed to them Barabbas, but Jesus he flayed and gave him over to being crucified.	Then he freed to them Barabbas, but Jesus he flayed and gave him over to being crucified.
And anyone that does not take his cross and follows me is not worthy of me.	And anyone that does not take his cross and follows me is not worthy of me.
May the grace of our Lord Jesus Christ be with all among you!	May the grace of our Lord Jesus Christ be with all among you!
For they are demon spirits that do signs, and they go forth to the kings of all the world, to gather them for the war on the great day of God Almighty.	For they are demon spirits that do signs, and they go forth to the kings of all the world, to gather them for the war on the great day of God Almighty.
As for us, our country exists in heaven, from where we also wait for a Savior, the Lord Jesus Christ,	As for us, our country exists in heaven, from where we also wait for a Savior, the Lord Jesus Christ,
When the ten others heard about this, they were angry with the two brothers.	When the ten others heard about this, they were angry with the two brothers.
And all the nations will be gathered before him, and he will separate them one from the other, as when a shepherd separates the sheep from the goats.	And all the nations will be gathered before him, and he will separate them one from the other, as when a shepherd separates the sheep from the goats.
having all lowliness of mind and a mild manner, suffering one another with love,	having all lowliness of mind and a mild manner, suffering one another with love,
For if our heart accuses us, God is greater than our heart and knows all things.	For if our heart accuses us, God is greater than our heart and knows all things.
And everybody who has this hope in him, purifies self as he is clean.	And everybody who has this hope in him, purifies self as he is clean.
But many who are first shall be last, and the last ones first.”	But many who are first shall be last, and the last ones first.”
Therefore, if is encouragement in Christ, if is comfort of love, if is a sharing of spirit, if are mercy and compassion,	Therefore, if is encouragement in Christ, if is comfort of love, if is a sharing of spirit, if are mercy and compassion,
The gaoler, when he was awakened and saw the doors of the prison opened, drew his sword and was going to kill himself, supposing that everyone in the gaol was gone.	The gaoler, when he was awakened and saw the doors of the prison opened, drew his sword and was going to kill himself, supposing that everyone in the gaol was gone.
Then how is that you did not put my money on a table? Then, when I came, I was going to receive it with an added sum.'	Then how is that you did not put my money on a table? Then, when I came, I was going to receive it with an added sum.'
Passing by the first guard, and the second, they came to the iron gate leading into the city, and that opened itself to them. And after they went outside they walked down one street, and in that moment the angel went away from him.	Passing by the first guard, and the second, they came to the iron gate leading into the city, and that opened itself to them. And after they went outside they walked down one street, and in that moment the angel went away from him.
By means of this even now you have great joy, though in this time, if there is need, you have grief in this or that testing.	By means of this even now you have great joy, though in this time, if there is need, you have grief in this or that testing.
For in this our home we do groan, longing to put on ourselves our heavenly home.	For in this our home we do groan, longing to put on ourselves our heavenly home.
For where exists a last will, it is necessary to be established that who wrote it, is dead.	For where exists a last will, it is necessary to be established that who wrote it, is dead.
For like numerous ones were made sinners since a single man broke the commands, so numerous ones are also made just since a single person heeded them.	For like numerous ones were made sinners since a single man broke the commands, so numerous ones are also made just since a single person heeded them.
This is who came by water and blood, Jesus Christ, not by the water alone, but by the water and by the blood. And the spirit is what is witnessing, since the spirit is truth.	This is who came by water and blood, Jesus Christ, not by the water alone, but by the water and by the blood. And the spirit is what is witnessing, since the spirit is truth.
Then a person in the crowd said to him: “Teacher, say to my brother that is necessary for him to give me a portion in the inheritance!”	Then a person in the crowd said to him: “Teacher, say to my brother that is necessary for him to give me a portion in the inheritance!”
For the love of money is a root of all evil things, and seeking this love some have been caused to stray from the faith and have pierced themselves with many pains.	For the love of money is a root of all evil things, and seeking this love some have been caused to stray from the faith and have pierced themselves with many pains.
Therefore he is precious to you who believe, but to those who do not believe, «the same stone that the builders turned away is now head of the corner»,	Therefore he is precious to you who believe, but to those who do not believe, «the same stone that the builders turned away is now head of the corner»,
And night will be no more, and they will not have need of light of a lamp or light of Sun, for the Lord God shall illuminate them, and they will rule forever and ever.	And night will be no more, and they will not have need of light of a lamp or light of Sun, for the Lord God shall illuminate them, and they will rule forever and ever.
Then I recalled the Lord's saying, how he said: John baptized with water, but you will be baptized with Holy Spirit.	Then I recalled the Lord's saying, how he said: John baptized with water, but you will be baptized with Holy Spirit.
They began to speak about his supposed crimes, saying: “This man we have found subverting our nation and forbidding that anyone pay taxes to the High King, and he says about himself that he is Christ, a king.”	They began to speak about his supposed crimes, saying: “This man we have found subverting our nation and forbidding that anyone pay taxes to the High King, and he says about himself that he is Christ, a king.”
 who is not with me is my enemy, ar who does not gather with me, scatters.	 who is not with me is my enemy, ar who does not gather with me, scatters.
Jesus said to him: “Rise, take up your bed and walk!”	Jesus said to him: “Rise, take up your bed and walk!”
And he spoke and said to them; “Unfaithful generation, how long is it necessary for me to be with you? How long is it necessary for me to endure you? Bring him to me!”	And he spoke and said to them; “Unfaithful generation, how long is it necessary for me to be with you? How long is it necessary for me to endure you? Bring him to me!”
It is like a seed of mustard, which at the time that it is sown in the earth is the smallest of all seeds which are on earth –	It is like a seed of mustard, which at the time that it is sown in the earth is the smallest of all seeds which are on earth –
but into the second room the chief priest alone goes, a single time in one year, not without blood, which he sacrifices for himself and for the people's sins that are done without knowledge.	but into the second room the chief priest alone goes, a single time in one year, not without blood, which he sacrifices for himself and for the people's sins that are done without knowledge.
For we have found that this man is a pestilence, causing uprisings among all the Jews through the entire world, and he is prominent in the sect of the Nazarenes,	For we have found that this man is a pestilence, causing uprisings among all the Jews through the entire world, and he is prominent in the sect of the Nazarenes,
And now, Father, glorify me beside you with the glory that I had beside you before the world existed!	And now, Father, glorify me beside you with the glory that I had beside you before the world existed!
Behold the kind of love that the Father has given us, that we were going to be called children of God, and that we are. Therefore the world does not know us, since it has not known him.	Behold the kind of love that the Father has given us, that we were going to be called children of God, and that we are. Therefore the world does not know us, since it has not known him.
Thus, when Jesus saw his mother and the disciple that he loved standing there, he said to his mother: “Woman, behold your son!”	Thus, when Jesus saw his mother and the disciple that he loved standing there, he said to his mother: “Woman, behold your son!”
And from there he arose and came to the regions of Judea and to beyond the Jordan, and again crowds gathered to him, and by his habit he again taught them.	And from there he arose and came to the regions of Judea and to beyond the Jordan, and again crowds gathered to him, and by his habit he again taught them.
Surely you are not greater than Jacob our father, who gave us the well and who himself drank from it with his sons and his animals?”	Surely you are not greater than Jacob our father, who gave us the well and who himself drank from it with his sons and his animals?”
– that he shall not come suddenly and find you asleep.	– that he shall not come suddenly and find you asleep.
For as has been written: “Because of you God's name is being blasphemed among the nations.”	For as has been written: “Because of you God's name is being blasphemed among the nations.”
Who will speak evil against that God as chosen? God is who has spoken them just;	Who will speak evil against that God as chosen? God is who has spoken them just;
Do not carry a pouch, or a bag for food, or a pair of shoes; and do not greet anyone on the road.	Do not carry a pouch, or a bag for food, or a pair of shoes; and do not greet anyone on the road.
But those that were scattered went through the land, making known the gospel about the Word.	But those that were scattered went through the land, making known the gospel about the Word.
For from where come wars, from where are there quarrels among you? Do they not come from here: from your lusts, that make war in your body-parts?	For from where come wars, from where are there quarrels among you? Do they not come from here: from your lusts, that make war in your body-parts?
For was told me about you, brothers, by the people from the house of Chloe, that there are quarrels among you.	For was told me about you, brothers, by the people from the house of Chloe, that there are quarrels among you.
Therefore this man took him and brought him to the army chief, and he said: “Paul, the bound man, called me and asked of me that I would bring this young man to you, for he has a thing to say to you.”	Therefore this man took him and brought him to the army chief, and he said: “Paul, the bound man, called me and asked of me that I would bring this young man to you, for he has a thing to say to you.”
to make both without strife with God in one body by the cross; for he slew the hostile state by himself.	to make both without strife with God in one body by the cross; for he slew the hostile state by himself.
When a strong man, having weapons, protects his own court, his goods are in peace.	When a strong man, having weapons, protects his own court, his goods are in peace.
He also spoke this comparison to that were certain about their own justice and counted the others as nothing:	He also spoke this comparison to that were certain about their own justice and counted the others as nothing:
son of Melchi, son of Addi, son of Cosam, son of Elmadam, son of Er,	son of Melchi, son of Addi, son of Cosam, son of Elmadam, son of Er,
And that was sown upon the rock, that is who hears the word and receives it in joy.	And that was sown upon the rock, that is who hears the word and receives it in joy.
When you keep a fast, do not be like the hypocrites, who make their face disfigured in order to make their fast visible to men. Truly I say to you: They are receiving their entire reward.	When you keep a fast, do not be like the hypocrites, who make their face disfigured in order to make their fast visible to men. Truly I say to you: They are receiving their entire reward.
Seeing the son, the cultivators said among themselves: “This is the heir; come, let us kill him and get his inheritance!”	Seeing the son, the cultivators said among themselves: “This is the heir; come, let us kill him and get his inheritance!”
For that rule are not a terror to the good deed, but to the evil one. You wish that it will not be necessary for you to fear the authority? Do which is good, and you will receive praise from it,	For that rule are not a terror to the good deed, but to the evil one. You wish that it will not be necessary for you to fear the authority? Do which is good, and you will receive praise from it,
If all among them were one part, where the body ?	If all among them were one part, where the body ?
If we confess our sins, he is faithful and righteous to forgive us our sins and cleanse us from all unrighteousness.	If we confess our sins, he is faithful and righteous to forgive us our sins and cleanse us from all unrighteousness.
And they called lying witnesses, that said: “This man does not cease to speak words against this holy place and against the Law.	And they called lying witnesses, that said: “This man does not cease to speak words against this holy place and against the Law.
And running beforehand to a place before them, he climbed into a sycamore tree, to see him, for Jesus was going to pass by that place.	And running beforehand to a place before them, he climbed into a sycamore tree, to see him, for Jesus was going to pass by that place.
To all that I love I give rebuke and chastisement. Therefore behave sincerely, and find repentance!	To all that I love I give rebuke and chastisement. Therefore behave sincerely, and find repentance!
Again the Jews took up stones to stone him.	Again the Jews took up stones to stone him.
in glory and shape, having a good name and an evil name, as people who make others err and yet are trusty,	in glory and shape, having a good name and an evil name, as people who make others err and yet are trusty,
And he went away from there and came to his home territory , and his disciples followed him.	And he went away from there and came to his home territory , and his disciples followed him.
Crying with a great voice he said: “What is to me and to you, Jesus, son of God Highest? I put you under oath by God, do not torment me!”	Crying with a great voice he said: “What is to me and to you, Jesus, son of God Highest? I put you under oath by God, do not torment me!”
to him be the glory by the congregation and by Christ Jesus in all generations forever and ever! Amen.	to him be the glory by the congregation and by Christ Jesus in all generations forever and ever! Amen.
Only Luke remains with me.	Only Luke remains with me.
Finally, my brothers: Have joy in the Lord! To write the same things to you is not difficult for me, but to you it is a safety.	Finally, my brothers: Have joy in the Lord! To write the same things to you is not difficult for me, but to you it is a safety.
But when these things begin to happen, stand tall and raise your head, for your deliverance is coming near.	But when these things begin to happen, stand tall and raise your head, for your deliverance is coming near.
Thus God, who knows the hearts, witnessed to them by giving them the Holy Spirit, as he also did to us.	Thus God, who knows the hearts, witnessed to them by giving them the Holy Spirit, as he also did to us.
Thereafter he said to another: 'And you, what is the sum of your debt?' He said: 'A hunded cor measures of grain.' He said to him: 'Take your papers and write eighty!'	Thereafter he said to another: 'And you, what is the sum of your debt?' He said: 'A hunded cor measures of grain.' He said to him: 'Take your papers and write eighty!'
Keep yourselves away from every kind of evil.	Keep yourselves away from every kind of evil.
Therefore, brothers, since we have courage about the path into the sanctuary by the blood of Jesus Christ,	Therefore, brothers, since we have courage about the path into the sanctuary by the blood of Jesus Christ,
 who has ears, may he hear!	 who has ears, may he hear!
a woman having a stone-box full of fragrant oil came to him, and she poured it on his head when he lay at the table.	a woman having a stone-box full of fragrant oil came to him, and she poured it on his head when he lay at the table.
For how is it necessary for me to judge that are on the outside? Do not you judge that are on the inside,	For how is it necessary for me to judge that are on the outside? Do not you judge that are on the inside,
And they spat on him and took the reed and struck him on his head.	And they spat on him and took the reed and struck him on his head.
and James and Cephas and John perceived the grace given to me, they that seemed to be pillars, then they gave me and Barnabas their hand of brotherhood: We were to go to the nations, but they to the circumcised ones.	and James and Cephas and John perceived the grace given to me, they that seemed to be pillars, then they gave me and Barnabas their hand of brotherhood: We were to go to the nations, but they to the circumcised ones.
But are not two sparrows sold for a piece of copper? And yet one among them does not fall to the ground without your Father's knowledge.	But are not two sparrows sold for a piece of copper? And yet one among them does not fall to the ground without your Father's knowledge.
But when he saw the woman, Jesus called her to himself and said: “Woman, you are freed from the illness making you weak.”	But when he saw the woman, Jesus called her to himself and said: “Woman, you are freed from the illness making you weak.”
Indeed the axe even now lies by the root of the trees; therefore every tree that does not make good fruit will be cut down and thrown into the fire.”	Indeed the axe even now lies by the root of the trees; therefore every tree that does not make good fruit will be cut down and thrown into the fire.”
Heaven and earth shall pass , but my words will not ever pass .	Heaven and earth shall pass , but my words will not ever pass .
he spoke to him with a mighty voice: “Stand up on your feet, straight!” And he jumped up and walked.	he spoke to him with a mighty voice: “Stand up on your feet, straight!” And he jumped up and walked.
But Jesus answered them: “Have you not ever read about that which David did when he and the men with him were hungry?	But Jesus answered them: “Have you not ever read about that which David did when he and the men with him were hungry?
But how he can see now we do not know, or who opened his eyes we do not know. Ask him! He is an adult man. He can speak for self.”	But how he can see now we do not know, or who opened his eyes we do not know. Ask him! He is an adult man. He can speak for self.”
When they heard these things they were cut in their heart, and they ground their teeth against him.	When they heard these things they were cut in their heart, and they ground their teeth against him.
people from Crete and Arabia – we are hearing them speak in our own tongues about God's great deeds!”	people from Crete and Arabia – we are hearing them speak in our own tongues about God's great deeds!”
And they brought him to him. But when the spirit saw him, it quickly caused the boy to twitch, and after falling down he was rolling on the ground, foaming.	And they brought him to him. But when the spirit saw him, it quickly caused the boy to twitch, and after falling down he was rolling on the ground, foaming.
And yet those who ate were four thousand men, except for the women and children.	And yet those who ate were four thousand men, except for the women and children.
But behold! you will be silent and will not be able to speak until the day when these things will happen, since you did not believe in my words, which will be made true in their time.”	But behold! you will be silent and will not be able to speak until the day when these things will happen, since you did not believe in my words, which will be made true in their time.”
 who loves his brother remains in the light, and in him there is nothing that causes anyone to fall.	 who loves his brother remains in the light, and in him there is nothing that causes anyone to fall.
For the man of whom these things are said was born in another tribe, from which nobody has served at the altar.	For the man of whom these things are said was born in another tribe, from which nobody has served at the altar.
And yet I hold a few matters against you, that there are with you who keep the teaching of Balaam, who taught Balak to put a stumbling block before the sons of Israel, and so they ate that were sacrificed to idols and fornicated.	And yet I hold a few matters against you, that there are with you who keep the teaching of Balaam, who taught Balak to put a stumbling block before the sons of Israel, and so they ate that were sacrificed to idols and fornicated.
Then which was said through Jeremiah the Prophet was made true: “And they took the thirty silver pieces, the payment for the man that had his worth fixed, for whom the Children of Israel fixed a payment, and they gave them for the potter's field, as the Lord commanded me!”	Then which was said through Jeremiah the Prophet was made true: “And they took the thirty silver pieces, the payment for the man that had his worth fixed, for whom the Children of Israel fixed a payment, and they gave them for the potter's field, as the Lord commanded me!”
And having come near he touched the bier, and the bearers stopped, and he said: “Young man, I say to you: Rise!”	And having come near he touched the bier, and the bearers stopped, and he said: “Young man, I say to you: Rise!”
He said: 'A hundred measures of oil.' He said to him: 'Take your papers and sit down and quickly write fifty!'	He said: 'A hundred measures of oil.' He said to him: 'Take your papers and sit down and quickly write fifty!'
He had a small, opened book. And he placed his right foot on sea and the left on land,	He had a small, opened book. And he placed his right foot on sea and the left on land,
Then the Jews murmured at him because he said: “I am the bread that came down from heaven.”	Then the Jews murmured at him because he said: “I am the bread that came down from heaven.”
Some of the Pharisees that were with him heard these things, and they said to him: “Surely we are not blind as well?”	Some of the Pharisees that were with him heard these things, and they said to him: “Surely we are not blind as well?”
But Jesus said to him: “Judas, do you betray the Son of Man with a kiss?”	But Jesus said to him: “Judas, do you betray the Son of Man with a kiss?”
But now you too put away everything: wrath, rage, wickedness, blasphemy, and dirty talk out of your mouth.	But now you too put away everything: wrath, rage, wickedness, blasphemy, and dirty talk out of your mouth.
Woe to you, Chorazin! Woe to you, Bethsaida! For if the mighty deeds that have happened in you happened in Tyre and Sidon, long ago they found repentence, sitting in sack and ash.	Woe to you, Chorazin! Woe to you, Bethsaida! For if the mighty deeds that have happened in you happened in Tyre and Sidon, long ago they found repentence, sitting in sack and ash.
Furthermore, were numerous skin-diseased ones in Israel at the time of Elisha the prophet, and yet no one among them was cleansed, but Naaman from Syria.”	Furthermore, were numerous skin-diseased ones in Israel at the time of Elisha the prophet, and yet no one among them was cleansed, but Naaman from Syria.”
Does not the Scripture say that the Christ comes of the seed of David, and from Bethlehem, the village where David was?”	Does not the Scripture say that the Christ comes of the seed of David, and from Bethlehem, the village where David was?”
He went away from Nazareth and came and dwelt in Capernaum beside sea, in Zebulon's and Naphtali's regions,	He went away from Nazareth and came and dwelt in Capernaum beside sea, in Zebulon's and Naphtali's regions,
But on the following day Paul went with us into the house of James, and all the elders were there.	But on the following day Paul went with us into the house of James, and all the elders were there.
son of Symeon, son of Judas, son of Josef, son of Jonam, son of Eliakim,	son of Symeon, son of Judas, son of Josef, son of Jonam, son of Eliakim,
