ENGLISH	QUENYA
For I as well am a man under authority , having soldiers under me, and if I say to this one: Go! – then he goes, or to another: Come! – then he comes, or to my slave: Do so! – then he does that.”	For I as well am a man under authority , having soldiers under me, and if I say to this one: Go! – then he goes, or to another: Come! – then he comes, or to my slave: Do so! – then he does that.”
And when Jesus heard these things he was filled with wonder about him, and he turned to the crowd following him and said: “I tell you, even in Israel I have not found a faith that great.”	And when Jesus heard these things he was filled with wonder about him, and he turned to the crowd following him and said: “I tell you, even in Israel I have not found a faith that great.”
And that were sent, when they returned to the house, found the slave in health.	And that were sent, when they returned to the house, found the slave in health.
And thereafter happened that he went into a city called Nain, and his disciples and a great crowd went with him.	And thereafter happened that he went into a city called Nain, and his disciples and a great crowd went with him.
And when he came near to the gate of the city, a dead man was carried outside, the only-born son of his mother. Furthermore, her husband was dead. A great crowd from the city was also with the woman.	And when he came near to the gate of the city, a dead man was carried outside, the only-born son of his mother. Furthermore, her husband was dead. A great crowd from the city was also with the woman.
And when the Lord saw her, his heart went out to her, and he said to her: “Do not be wailing!”	And when the Lord saw her, his heart went out to her, and he said to her: “Do not be wailing!”
And having come near he touched the bier, and the bearers stopped, and he said: “Young man, I say to you: Rise!”	And having come near he touched the bier, and the bearers stopped, and he said: “Young man, I say to you: Rise!”
And the dead man sat up and started to talk, and Jesus gave him to his mother.	And the dead man sat up and started to talk, and Jesus gave him to his mother.
Now fear seized them all, and they gave glory to God, saying: “A great prophet has been raised up among us,” and: “God has heeded his people!”	Now fear seized them all, and they gave glory to God, saying: “A great prophet has been raised up among us,” and: “God has heeded his people!”
And this word spread into all Judea and the whole around-lying country.	And this word spread into all Judea and the whole around-lying country.
And John's disciples told him about all these things.	And John's disciples told him about all these things.
And John called two of his disciples and sent them to the Lord to say: “Are you that was going to come, or is it necessary for us to look forward to another?”	And John called two of his disciples and sent them to the Lord to say: “Are you that was going to come, or is it necessary for us to look forward to another?”
When they came to him, the men said: “John the Baptist sent us to you to say: Are you that was going to come, or is it necessary for us to look forward to another?”	When they came to him, the men said: “John the Baptist sent us to you to say: Are you that was going to come, or is it necessary for us to look forward to another?”
In that hour he healed numerous ones, freeing them from illnesses and from sufferings and from wicked spirits, and many blind ones he caused to see.	In that hour he healed numerous ones, freeing them from illnesses and from sufferings and from wicked spirits, and many blind ones he caused to see.
And he answered them : “Go away, tell John what you saw and heard: The blind receive sight, the skin-diseased are made clean and that lacked hearing hear, the dead ones are raised, and happy is that does not find in me a cause for falling.”	And he answered them : “Go away, tell John what you saw and heard: The blind receive sight, the skin-diseased are made clean and that lacked hearing hear, the dead ones are raised, and happy is that does not find in me a cause for falling.”
After the men send by John went away, he began to speak to the crowds about John: “What did you go into the desert to look at? A reed moving by the wind?	After the men send by John went away, he began to speak to the crowds about John: “What did you go into the desert to look at? A reed moving by the wind?
No, what did you go out to see? A man having soft clothes? Behold, those having soft clothes are in the houses of kings!	No, what did you go out to see? A man having soft clothes? Behold, those having soft clothes are in the houses of kings!
But what your reason for going out? To see a prophet? Yes, I say to you, and much more than a prophet!	But what your reason for going out? To see a prophet? Yes, I say to you, and much more than a prophet!
He was about whom it has been written: 'Behold! I send my herald before your face, to prepare your way before you.'	He was about whom it has been written: 'Behold! I send my herald before your face, to prepare your way before you.'
I tell you: Among that were born of women is no one greater than John, but a person among the smaller in God's kingdom is greater than he.”	I tell you: Among that were born of women is no one greater than John, but a person among the smaller in God's kingdom is greater than he.”
And the whole people and the tax collectors, when they heard that, said that God was just, they being baptized with John's baptism. But the Pharisees and the lawyers turned away which God wanted for them, they that were not baptized by him.	And the whole people and the tax collectors, when they heard that, said that God was just, they being baptized with John's baptism. But the Pharisees and the lawyers turned away which God wanted for them, they that were not baptized by him.
“With whom, then, shall I compare this generation?	“With whom, then, shall I compare this generation?
They are like children sitting in a market-place and crying one to the other: 'We played the flute for you, but you did not dance; we were wailing, but you did not have tears.'	They are like children sitting in a market-place and crying one to the other: 'We played the flute for you, but you did not dance; we were wailing, but you did not have tears.'
For John the Baptist has come, not eating bread or drinking vine, but you say: He is possessed by a demon!	For John the Baptist has come, not eating bread or drinking vine, but you say: He is possessed by a demon!
The Son of Man has come, eating and drinking, but you say: Look! A man over-eating and given to drinking vine, friend of tax collectors and sinners!'	The Son of Man has come, eating and drinking, but you say: Look! A man over-eating and given to drinking vine, friend of tax collectors and sinners!'
And yet wisdom is shown just by all its children.”	And yet wisdom is shown just by all its children.”
A person among the Pharisees requested that Jesus was to eat with him, and coming into the Pharisee's house he laid down by the table.	A person among the Pharisees requested that Jesus was to eat with him, and coming into the Pharisee's house he laid down by the table.
And behold! a woman who was known in the city as a sinner learnt that he was at the table in the house of the Pharisees, and she bought a stone-box of fragrant oil,	And behold! a woman who was known in the city as a sinner learnt that he was at the table in the house of the Pharisees, and she bought a stone-box of fragrant oil,
and standing in tears behind Jesus by his feet, the woman started to make his feet wet with her tears and wiped them off with the hair of her head, and she kissed his feet and annointed them with the fragrant oil.	and standing in tears behind Jesus by his feet, the woman started to make his feet wet with her tears and wiped them off with the hair of her head, and she kissed his feet and annointed them with the fragrant oil.
Seeing that, the Pharisee who invited Jesus said to himself: “This man, if he was a prophet, would know who and of what kind is this woman that is touching him – that she is a sinner!”	Seeing that, the Pharisee who invited Jesus said to himself: “This man, if he was a prophet, would know who and of what kind is this woman that is touching him – that she is a sinner!”
But in answer Jesus said to him: “Simon, I have something that I want to say to you.” He said: “Teacher, say it!”	But in answer Jesus said to him: “Simon, I have something that I want to say to you.” He said: “Teacher, say it!”
“Two men had a debt to a person from whom they received money; one had a debt of five hundred denarii, the other, fifty.	“Two men had a debt to a person from whom they received money; one had a debt of five hundred denarii, the other, fifty.
When they had nothing to give back to him, he foregave both. Then who among them will love him more?”	When they had nothing to give back to him, he foregave both. Then who among them will love him more?”
In answer Simon said: “I suppose the person to whom he forgave the greatest sum.” He said to him: “You judged well.”	In answer Simon said: “I suppose the person to whom he forgave the greatest sum.” He said to him: “You judged well.”
Then he turned to the woman and said to Simon: “Are you seeing this woman? I came into your house; you did not give me water for my feet. But this woman made my feet wet with her tears and wiped them away with her hair.	Then he turned to the woman and said to Simon: “Are you seeing this woman? I came into your house; you did not give me water for my feet. But this woman made my feet wet with her tears and wiped them away with her hair.
You did not give me kiss, but this woman, from the hour that I came, did not cease to kiss my feet.	You did not give me kiss, but this woman, from the hour that I came, did not cease to kiss my feet.
You did not anoint my head with oil, but this woman anointed my feet with fragrant oil.	You did not anoint my head with oil, but this woman anointed my feet with fragrant oil.
For this reason I say to you: Her numerous sins are forgiven her, for she loved much; but to whom a little is forgiven, loves little.”	For this reason I say to you: Her numerous sins are forgiven her, for she loved much; but to whom a little is forgiven, loves little.”
Then he said to her: “Your sins are forgiven.”	Then he said to her: “Your sins are forgiven.”
But those who lay with him at the table began to say in themselves: “Who is this man that also forgives sins?”	But those who lay with him at the table began to say in themselves: “Who is this man that also forgives sins?”
But he said to the woman: “Your faith has saved you; go in peace.”	But he said to the woman: “Your faith has saved you; go in peace.”
And it happened thereafter that he went from city to city and from village to vilalge and taught and made known the gospel about God's kingdom, and the twelve followed him, as did some women that were healed from wicked spirit and illneses: Mary who was called Magdalene, from whom seven demons had gone out,	And it happened thereafter that he went from city to city and from village to vilalge and taught and made known the gospel about God's kingdom, and the twelve followed him, as did some women that were healed from wicked spirit and illneses: Mary who was called Magdalene, from whom seven demons had gone out,
and Joanna the wife of Cuza, Herod's commander, and Susanna and numerous other women, who served him with their goods.	and Joanna the wife of Cuza, Herod's commander, and Susanna and numerous other women, who served him with their goods.
Now when a great crowd had gathered with that went with him from city to city, he said to them in a comparison:	Now when a great crowd had gathered with that went with him from city to city, he said to them in a comparison:
“A sower went out to sow. In his sowing some seeds fell beside the road and were trampled down, and the birds of heaven ate them.	“A sower went out to sow. In his sowing some seeds fell beside the road and were trampled down, and the birds of heaven ate them.
Others fell upon the rock, and after they sprouted they withered, for lacking water.	Others fell upon the rock, and after they sprouted they withered, for lacking water.
Others fell among the thorns, and the thorns that grew up with them choked them.	Others fell among the thorns, and the thorns that grew up with them choked them.
Others fell upon the good soil, and after they sprouted they made fruit, a hundred added measures.” After telling these things, he cried: “May that has ears hear!”	Others fell upon the good soil, and after they sprouted they made fruit, a hundred added measures.” After telling these things, he cried: “May that has ears hear!”
But his disciples asked him: “What does the comparison mean?”	But his disciples asked him: “What does the comparison mean?”
He said: “To you is given to know the secrets of God's kingdom, but to the others it is in comparisons, causing them to look without seeing and hear without understanding.	He said: “To you is given to know the secrets of God's kingdom, but to the others it is in comparisons, causing them to look without seeing and hear without understanding.
This is what the comparison means: The seed is God's word.	This is what the comparison means: The seed is God's word.
 that are beside the road are that have heard; then the Devil comes and takes away the word from their heart, to stop them from believing and from being saved.	 that are beside the road are that have heard; then the Devil comes and takes away the word from their heart, to stop them from believing and from being saved.
 that are on the rock are that receive the word with joy when they hear it, but they do not have root; they believe for a time, but in a time of testing they fall away.	 that are on the rock are that receive the word with joy when they hear it, but they do not have root; they believe for a time, but in a time of testing they fall away.
 that fell among the thorns, they are that have heard, but being carried away by the anxieties of this life and by riches and by joys, they are choked and complete nothing.	 that fell among the thorns, they are that have heard, but being carried away by the anxieties of this life and by riches and by joys, they are choked and complete nothing.
But that are on the good soil, they are that hear the word with a good and beautiful heard and keep it and make fruit by steadfastness.	But that are on the good soil, they are that hear the word with a good and beautiful heard and keep it and make fruit by steadfastness.
 is no one who, after kindling a lamp, covers it with a vessel or puts it under a bed, but he puts it on the lampstand, allowing that come inside to look at the light.	 is no one who, after kindling a lamp, covers it with a vessel or puts it under a bed, but he puts it on the lampstand, allowing that come inside to look at the light.
And is nothing hidden that will not be revealed, or anything veiled that will not ever be known or easily seen.	And is nothing hidden that will not be revealed, or anything veiled that will not ever be known or easily seen.
Therefore take heed how you listen, for anyone who has, more will be given to him, but anyone who does not have, also which he believes he has will be taken from him.”	Therefore take heed how you listen, for anyone who has, more will be given to him, but anyone who does not have, also which he believes he has will be taken from him.”
Now his mother and his brothers came to him, but they could not reach to him because of the crowd.	Now his mother and his brothers came to him, but they could not reach to him because of the crowd.
But one told him: “Your mother and your brothers are standing on the outside, wishing to see you.”	But one told him: “Your mother and your brothers are standing on the outside, wishing to see you.”
In answer he said to them: “My mother and my brothers are who hear God's word and do it.”	In answer he said to them: “My mother and my brothers are who hear God's word and do it.”
It happened in one of the days that he and his disciples went into a boat, and he said to them: “Let us pass over to the other shore of the lake.” Thus they sailed away.	It happened in one of the days that he and his disciples went into a boat, and he said to them: “Let us pass over to the other shore of the lake.” Thus they sailed away.
But while they sailed he slept. Now a storm fell upon the lake, and their boat was filled, and they were in danger.	But while they sailed he slept. Now a storm fell upon the lake, and their boat was filled, and they were in danger.
In the end they went to him and woke him up, saying: “Teacher, teacher, we are dying!” But after rising he rebuked the wind and the violence of the water, and they were made at rest, and was a silence.	In the end they went to him and woke him up, saying: “Teacher, teacher, we are dying!” But after rising he rebuked the wind and the violence of the water, and they were made at rest, and was a silence.
Then he said to them: “Where your faith?” But being scared they were in wonder, saying one to the other: “Who indeed is this man, for he commands also the winds and the water, and they do as he says?”	Then he said to them: “Where your faith?” But being scared they were in wonder, saying one to the other: “Who indeed is this man, for he commands also the winds and the water, and they do as he says?”
And they sailed to country of the Gerasenes, which lies on the other shore from Galilee.	And they sailed to country of the Gerasenes, which lies on the other shore from Galilee.
And when he went on land, met him a man from the city who was possessed by a a demon; for a long time he did not bear clothes, and he did not dwell in a house, but among the tombs.	And when he went on land, met him a man from the city who was possessed by a a demon; for a long time he did not bear clothes, and he did not dwell in a house, but among the tombs.
When he saw Jesus, he cried and fell down before him, and he said in a mighty voice: “What for me and for you , Jesus, son of the Most High God? I beg of you, to not torment me!”	When he saw Jesus, he cried and fell down before him, and he said in a mighty voice: “What for me and for you , Jesus, son of the Most High God? I beg of you, to not torment me!”
For he commanded the unclean spirit to come out of the man. Beforehand the demon for a long time kept the man fast, and he was bound by chains and by bonds on his feet, while guards watched him, but he tore over the bonds and was driven by the demon into the lonely places.	For he commanded the unclean spirit to come out of the man. Beforehand the demon for a long time kept the man fast, and he was bound by chains and by bonds on his feet, while guards watched him, but he tore over the bonds and was driven by the demon into the lonely places.
Jesus asked him: “What is your name?” He said, “Legion,” for numerous demons had gone into him.	Jesus asked him: “What is your name?” He said, “Legion,” for numerous demons had gone into him.
And they requested of him that he would not send them into the abyss.	And they requested of him that he would not send them into the abyss.
But was there a great flock of swine on pasture in the mountain, and they requested of him that he would allow them to pass into them. And he allowed them.	But was there a great flock of swine on pasture in the mountain, and they requested of him that he would allow them to pass into them. And he allowed them.
Then the demons went out of the man and went into the swine, and the flock went rushing over the edge into the lake and drowned.	Then the demons went out of the man and went into the swine, and the flock went rushing over the edge into the lake and drowned.
But when the herders saw which had happened, they fled and told it in the city and in the fields.	But when the herders saw which had happened, they fled and told it in the city and in the fields.
Then people came out to see which had happened, and they came to Jesus and found the man from whom the demons had come out, bearing clothes and in health of mind, sitting by Jesus' feet, and they were terrified.	Then people came out to see which had happened, and they came to Jesus and found the man from whom the demons had come out, bearing clothes and in health of mind, sitting by Jesus' feet, and they were terrified.
 that saw it told to them how the demon-possessed man was saved.	 that saw it told to them how the demon-possessed man was saved.
And the whole multitude from the around-lying country of Gerasenes requested of him that he would go away from them, for they were seized by great fear. Then he went into the boat and sailed away.	And the whole multitude from the around-lying country of Gerasenes requested of him that he would go away from them, for they were seized by great fear. Then he went into the boat and sailed away.
But the man out of whom the demons were come begged that he would allow him to remain with him. But he sent the man away, saying:	But the man out of whom the demons were come begged that he would allow him to remain with him. But he sent the man away, saying:
“Return to your home, and tell about the things that God has done for you.” And he went away through the entire city, making known everything that Jesus did for him.	“Return to your home, and tell about the things that God has done for you.” And he went away through the entire city, making known everything that Jesus did for him.
When Jesus returned , he was received by the crowd, for all waited for him.	When Jesus returned , he was received by the crowd, for all waited for him.
But behold! a man called Jairus came, and he was the chief of the synagogue. And he fell down before Jesus' knees and requested of him that he would come to his house,	But behold! a man called Jairus came, and he was the chief of the synagogue. And he fell down before Jesus' knees and requested of him that he would come to his house,
for was with him a daughter, his only child, who had about twelve years, and she near to death.	for was with him a daughter, his only child, who had about twelve years, and she near to death.
When Jesus was on his way, the crowds pressed against him.	When Jesus was on his way, the crowds pressed against him.
And a woman, who for twelve years suffered from a flood of blood, for whom it was not possible to get healing from anyone,	And a woman, who for twelve years suffered from a flood of blood, for whom it was not possible to get healing from anyone,
came behind him and touched the rim of his cloak, and in the same moment the flood of blood stopped.	came behind him and touched the rim of his cloak, and in the same moment the flood of blood stopped.
And Jesus said: “Who was that touched me?” When all denied it, Peter said: “Teacher, the crowds lie heavily on you and are pressing against you.”	And Jesus said: “Who was that touched me?” When all denied it, Peter said: “Teacher, the crowds lie heavily on you and are pressing against you.”
And yet Jesus said: “A person touched me, for I perceived that went power out of me.”	And yet Jesus said: “A person touched me, for I perceived that went power out of me.”
Seeing that she did not escape notice, the woman came trembling and fell down before him and told before the whole people the reason why she touched Jesus and how she was healed in the same moment.	Seeing that she did not escape notice, the woman came trembling and fell down before him and told before the whole people the reason why she touched Jesus and how she was healed in the same moment.
But Jesus said to her: “Daughter, your faith has saved you; go away in peace!”	But Jesus said to her: “Daughter, your faith has saved you; go away in peace!”
While he still spoke, a man came from house of the chief of the synagogue, saying: “Your daughter has died. Do not trouble the teacher more.”	While he still spoke, a man came from house of the chief of the synagogue, saying: “Your daughter has died. Do not trouble the teacher more.”
But hearing that, Jesus answered him: “Do not be afraid; solely believe, and she will be saved.”	But hearing that, Jesus answered him: “Do not be afraid; solely believe, and she will be saved.”
When he came to the house he did not allow anyone to go inside, except Peter and John and Jacob and the maiden's father and mother.	When he came to the house he did not allow anyone to go inside, except Peter and John and Jacob and the maiden's father and mother.
But people were wailing and beat themselves in grief about the maiden. And he said: “Do not be wailing, for she did not die, but she is asleep.”	But people were wailing and beat themselves in grief about the maiden. And he said: “Do not be wailing, for she did not die, but she is asleep.”
Then they laughed at him, since they knew that she was dead.	Then they laughed at him, since they knew that she was dead.
But he took her hand and cried , saying: “Maiden, rise!”	But he took her hand and cried , saying: “Maiden, rise!”
And her spirit returned, and she arose in the same moment, and Jesus commanded that one gave her something to eat.	And her spirit returned, and she arose in the same moment, and Jesus commanded that one gave her something to eat.
And her parents were beside themselves; but he instructed them that they were not to tell anyone about which had happened.	And her parents were beside themselves; but he instructed them that they were not to tell anyone about which had happened.
Then he summoned the twelve and gave them control and power over all the demonds, and allowed them to heal diseases.	Then he summoned the twelve and gave them control and power over all the demonds, and allowed them to heal diseases.
And he sent them to make known God's kingdom and to heal,	And he sent them to make known God's kingdom and to heal,
and he said to them: “Carry nothing for the journey – not staff or bag, not bread or money, and do not bring two tunics.	and he said to them: “Carry nothing for the journey – not staff or bag, not bread or money, and do not bring two tunics.
But when you go into a house, remain there and go away from there.	But when you go into a house, remain there and go away from there.
For in every place where people do not heed you, when you are going away from that city shake the dust from your feet as a witness to them.”	For in every place where people do not heed you, when you are going away from that city shake the dust from your feet as a witness to them.”
Then, going out, they went though the region from village to village, making known the gospel and healing people in every place.	Then, going out, they went though the region from village to village, making known the gospel and healing people in every place.
Now Herod the farthing-ruler heard about everything that happened, and he was confused, since was said by some that John was raised out of dead,	Now Herod the farthing-ruler heard about everything that happened, and he was confused, since was said by some that John was raised out of dead,
but by others that Eliah had come, but by others that one among the ancient Prophets was raised.	but by others that Eliah had come, but by others that one among the ancient Prophets was raised.
Herod said: “John's head I cut off. Who, then, is this person of whom I hear such things?” And he sought to see him.	Herod said: “John's head I cut off. Who, then, is this person of whom I hear such things?” And he sought to see him.
And when the apostles returned they told Jesus about all their deeds. Then he brought them and went to a lonely place, by a city called Bethsaida.	And when the apostles returned they told Jesus about all their deeds. Then he brought them and went to a lonely place, by a city called Bethsaida.
But the crowds, knowing whither he went, followed him. And he received them and talked to them about God's kingdom, and he healed who had need of healing.	But the crowds, knowing whither he went, followed him. And he received them and talked to them about God's kingdom, and he healed who had need of healing.
Then, when the day was fading, the twelve came to him and said to him: “Send the crowd away, for them to go into the villages and fields around us, to find a place to remain and food, for here we are in a lonely place.”	Then, when the day was fading, the twelve came to him and said to him: “Send the crowd away, for them to go into the villages and fields around us, to find a place to remain and food, for here we are in a lonely place.”
But he said to them: “You give them something to eat.” They said: “We do not have more than five breads and two fish, if perhaps we are not to go and trade to ourselves food for all these people.”	But he said to them: “You give them something to eat.” They said: “We do not have more than five breads and two fish, if perhaps we are not to go and trade to ourselves food for all these people.”
For they were around five thousand people. But he said to his disciples: “Make them lie down in groups of people around fifty in each group.”	For they were around five thousand people. But he said to his disciples: “Make them lie down in groups of people around fifty in each group.”
And they did so and made them all lie down.	And they did so and made them all lie down.
Then he took the five breads and two fish and looked into heaven, blessed them and broke them, and he gave them to the disciples to put them before the crowd.	Then he took the five breads and two fish and looked into heaven, blessed them and broke them, and he gave them to the disciples to put them before the crowd.
And all ate and were filled, and the remaining pieces that they gathered filled twelve baskets.	And all ate and were filled, and the remaining pieces that they gathered filled twelve baskets.
And it happened , when he prayed being alone, that the disciples assembled to him, and he asked them so: “Who do the crowds say that I am?”	And it happened , when he prayed being alone, that the disciples assembled to him, and he asked them so: “Who do the crowds say that I am?”
In answer they said: “John the Baptist; or others: Elijah, or others: that one of the ancient prophets has risen.”	In answer they said: “John the Baptist; or others: Elijah, or others: that one of the ancient prophets has risen.”
Then he said to them: “But you, who do you say that I am?” In answer Peter said: “God's Christ!”	Then he said to them: “But you, who do you say that I am?” In answer Peter said: “God's Christ!”
Then in harsh speech he instructed them that they were not to say so to anyone,	Then in harsh speech he instructed them that they were not to say so to anyone,
but he said: “It is necessary for the Son of Man to go through many sufferings and to be rejected the elders and chief priests and scribes, and to be slain, and on the third day he will be raised up.”	but he said: “It is necessary for the Son of Man to go through many sufferings and to be rejected the elders and chief priests and scribes, and to be slain, and on the third day he will be raised up.”
Then he said: “If anyone wants to come after me, it is necessary for him to deny himself and lift his cross every day and follow me.	Then he said: “If anyone wants to come after me, it is necessary for him to deny himself and lift his cross every day and follow me.
For anyone who wishes to save his life, to him it will be lost, but anyone whose life is lost for my good, he will save it.	For anyone who wishes to save his life, to him it will be lost, but anyone whose life is lost for my good, he will save it.
Indeed how is beneficial to a man if he obtains the whole world, but his own person is lost or destroyed to him?	Indeed how is beneficial to a man if he obtains the whole world, but his own person is lost or destroyed to him?
For anyone who is ashamed over me and over my word, over him the Son of Man will be ashamed when he shall come in his glory and in the Father's and the holy angels' glory.	For anyone who is ashamed over me and over my word, over him the Son of Man will be ashamed when he shall come in his glory and in the Father's and the holy angels' glory.
But I say to you in truth: are some that stand here that will not taste death before they will see God's kingdom.”	But I say to you in truth: are some that stand here that will not taste death before they will see God's kingdom.”
It happened after these words, after eight days, that he brought Peter and John and Jacob and went up into the mountain to pray.	It happened after these words, after eight days, that he brought Peter and John and Jacob and went up into the mountain to pray.
And as he was praying the appearance of his face changed, and his clothes glittered with whiteness.	And as he was praying the appearance of his face changed, and his clothes glittered with whiteness.
And behold! two men talked with him, who were Moses and Elijah.	And behold! two men talked with him, who were Moses and Elijah.
They showed themselves in glory and spoke about the going away that he was to complete in Jerusalem.	They showed themselves in glory and spoke about the going away that he was to complete in Jerusalem.
But Peter and those that were with him were heavy with sleep; but after awakening they saw his glory and the two men standing with him.	But Peter and those that were with him were heavy with sleep; but after awakening they saw his glory and the two men standing with him.
And when they went away from him, Peter said to Jesus: “Teacher, it is good that we are here. Therefore let us erect three tents, one for you and one for Moses and one for Elijah” – for he did not know what he said.	And when they went away from him, Peter said to Jesus: “Teacher, it is good that we are here. Therefore let us erect three tents, one for you and one for Moses and one for Elijah” – for he did not know what he said.
But when he said these things was a cloud that overshadowed them, and they were terrified when they went into the cloud.	But when he said these things was a cloud that overshadowed them, and they were terrified when they went into the cloud.
And a voice came out of the cloud, saying: “This is my son, who has been chosen. Listen to him!”	And a voice came out of the cloud, saying: “This is my son, who has been chosen. Listen to him!”
And after the voice came, Jesus was found alone. But they were silent and did not tell anyone in those days about the things that they saw.	And after the voice came, Jesus was found alone. But they were silent and did not tell anyone in those days about the things that they saw.
On the following day, when they came down from the mountain, a big crowd met him.	On the following day, when they came down from the mountain, a big crowd met him.
And behold! a man cried out of the crowd, saying: “Teacher, I beg of you that you see to my son, for he is my only child,	And behold! a man cried out of the crowd, saying: “Teacher, I beg of you that you see to my son, for he is my only child,
and behold! a demon seizes him, and suddenly he cries , and it causes him to twitch and foam, and it hardly goes away from him after wounding him.	and behold! a demon seizes him, and suddenly he cries , and it causes him to twitch and foam, and it hardly goes away from him after wounding him.
And I begged of your disciples that they would expel the demon, but was not possible for them.”	And I begged of your disciples that they would expel the demon, but was not possible for them.”
In answer Jesus said: “O unfaithful and twisted generation, how long will it be necessary for me to remain with you and to bear you? Lead your son hither!”	In answer Jesus said: “O unfaithful and twisted generation, how long will it be necessary for me to remain with you and to bear you? Lead your son hither!”
But when he was still coming near, the demon threw him to the ground and caused him to twitch. But Jesus rebuked the unclean spirit and healed the boy and gave him to his father.	But when he was still coming near, the demon threw him to the ground and caused him to twitch. But Jesus rebuked the unclean spirit and healed the boy and gave him to his father.
And all were in wonder about God's majestic power.	And all were in wonder about God's majestic power.
Now when they were seized by wonder about all the things that he did, he said to his disciples:	Now when they were seized by wonder about all the things that he did, he said to his disciples:
“Always keep these words in mind, for the Son of Man will be given over into the hands of men.”	“Always keep these words in mind, for the Son of Man will be given over into the hands of men.”
But they did not understand this saying; it was hidden from them, to stop them for perceiving was it meant, and they were afraid to ask him about this saying.	But they did not understand this saying; it was hidden from them, to stop them for perceiving was it meant, and they were afraid to ask him about this saying.
Then was a strife among them about who was the greatest among them.	Then was a strife among them about who was the greatest among them.
Jesus, knowing how they thought in their heart, took a child and put it next to himself	Jesus, knowing how they thought in their heart, took a child and put it next to himself
and said to them: “Anyone who receives this child in my name receives me, and anyone who receives me receives the one who sent me. The smallest among you is the greatest.”	and said to them: “Anyone who receives this child in my name receives me, and anyone who receives me receives the one who sent me. The smallest among you is the greatest.”
In answer John said: “Teacher, we saw a man expelling demons by your name, and we tried to stop him, since he was not with us.”	In answer John said: “Teacher, we saw a man expelling demons by your name, and we tried to stop him, since he was not with us.”
But Jeus said to him: “Do not stop him, for that does not stand against you is for you!”	But Jeus said to him: “Do not stop him, for that does not stand against you is for you!”
Now when the time came near for his being received up, he turned his face towards Jerusalem to go there.	Now when the time came near for his being received up, he turned his face towards Jerusalem to go there.
He sent heralds before himself, and they went away and went into a village of Samaritans, to prepare for him.	He sent heralds before himself, and they went away and went into a village of Samaritans, to prepare for him.
But they did not want to receive him, since he was on his way to Jerusalem.	But they did not want to receive him, since he was on his way to Jerusalem.
When the disciples Jacob and John saw that, they said: “Lord, do you wish that we are to command fire to come down from heaven to destroy them?”	When the disciples Jacob and John saw that, they said: “Lord, do you wish that we are to command fire to come down from heaven to destroy them?”
But he turned himself and rebuked them .	But he turned himself and rebuked them .
Then he went away to another village.	Then he went away to another village.
When they went on the way a person said to him: “I will follow you to every place that you go away to.”	When they went on the way a person said to him: “I will follow you to every place that you go away to.”
And Jesus said to him: “Foxes have holes and the birds of heaven have nests, but the Son of Man does not have place to put his head.”	And Jesus said to him: “Foxes have holes and the birds of heaven have nests, but the Son of Man does not have place to put his head.”
Then he said to another man: “Follow me!” The man said: “Allow me first to go away and bring my father to the grave.”	Then he said to another man: “Follow me!” The man said: “Allow me first to go away and bring my father to the grave.”
But he said to him: “Let dead bring their dead to the grave, but you go and make the kingdom of heaven known!”	But he said to him: “Let dead bring their dead to the grave, but you go and make the kingdom of heaven known!”
And another said: “I will follow you, Lord, but first let me say farewell to that are in my house.”	And another said: “I will follow you, Lord, but first let me say farewell to that are in my house.”
But Jesus said to him: “Nobody who has put his hand on the plough and looks at the things that lie behind him, is fit for God's kingdom.”	But Jesus said to him: “Nobody who has put his hand on the plough and looks at the things that lie behind him, is fit for God's kingdom.”
After these things the Lord chose seventy others and sent them forth two and two before himself, to every village that he himself would come to.	After these things the Lord chose seventy others and sent them forth two and two before himself, to every village that he himself would come to.
He said to them: “The harvest is abundant, but those who work are few. Therefore ask of the Lord of the harvest, for him to send people to gather his harvest.	He said to them: “The harvest is abundant, but those who work are few. Therefore ask of the Lord of the harvest, for him to send people to gather his harvest.
Go out! Behold! I send you like lambs among wolves.	Go out! Behold! I send you like lambs among wolves.
Do not carry a pouch, or a bag for food, or a pair of shoes; and do not greet anyone on the road.	Do not carry a pouch, or a bag for food, or a pair of shoes; and do not greet anyone on the road.
When you come into a house, first say: 'May this house have peace!'	When you come into a house, first say: 'May this house have peace!'
And if is there a friend of peace, your peace will rest upon him. But if is not one, it will return to you.	And if is there a friend of peace, your peace will rest upon him. But if is not one, it will return to you.
Therefore remain in that house, eating and drinking the things that they give you, for who works is worthy of his reward. Do not move from house to house.	Therefore remain in that house, eating and drinking the things that they give you, for who works is worthy of his reward. Do not move from house to house.
Furthermore, when you go into a city and they receive you, eat the things put before you,	Furthermore, when you go into a city and they receive you, eat the things put before you,
and heal the sick ones in it, and tell them: 'God's kingdom has come near to you.'	and heal the sick ones in it, and tell them: 'God's kingdom has come near to you.'
But whenever you come into a city and they do not receive you, go into their broad ways and say:	But whenever you come into a city and they do not receive you, go into their broad ways and say:
'Also the dust which stuck to our feet from your city we shake away to you. But this thing you are to know, that God's kingdom has come near!'	'Also the dust which stuck to our feet from your city we shake away to you. But this thing you are to know, that God's kingdom has come near!'
I tell you: To Sodom the day of judgement will be more bearable than what it will be to that city.	I tell you: To Sodom the day of judgement will be more bearable than what it will be to that city.
